Year,Month,Expense_Category,Expense_Name,Amount_Due,Due_Date,Amount_Paid,Payment_Date,Payment_Method
2001,January,CCBill,Amex,938.43,1/22/2001,,,
2001,January,Utility,Water,72.71,1/28/2001,72.71,1/28/2001,Bank Draft
2001,January,Utility,Internet,42.77,1/12/2001,42.77,1/14/2001,Check
2001,January,Utility,Power,96.23,1/9/2001,96.23,1/23/2001,Bank Draft
2001,January,Mortgage,House1,1021.97,1/24/2001,,,
2001,January,Mortgage,House2,1780.96,1/20/2001,1780.96,1/29/2001,Check
2001,January,Misc,Grocery,23.31,1/3/2001,23.31,1/20/2001,Bank Draft
2001,February,CCBill,Amex,994.15,2/13/2001,,,
2001,February,Utility,Water,74.49,2/28/2001,74.49,2/28/2001,Bank Draft
2001,February,Utility,Internet,19.59,2/25/2001,,,
2001,February,Utility,Power,94.97,2/28/2001,94.97,2/29/2001,Check
2001,February,Mortgage,House1,1225.37,2/13/2001,1225.37,2/25/2001,Check
2001,February,Mortgage,House2,1366.25,2/27/2001,,,
2001,February,Misc,Grocery,40.65,2/7/2001,40.65,2/16/2001,Check
2001,March,CCBill,Amex,821.04,3/24/2001,,,
2001,March,Utility,Water,20.23,3/12/2001,20.23,3/16/2001,Check
2001,March,Utility,Internet,31.72,3/28/2001,31.72,3/28/2001,Bank Draft
2001,March,Utility,Power,74.9,3/3/2001,74.9,3/15/2001,Bank Draft
2001,March,Mortgage,House1,1952.74,3/18/2001,1952.74,3/20/2001,Check
2001,March,Mortgage,House2,1521.9,3/28/2001,,,
2001,March,Misc,Grocery,66.5,3/8/2001,66.5,3/28/2001,Bank Draft
2001,April,CCBill,Amex,698.48,4/26/2001,698.48,4/29/2001,Check
2001,April,Utility,Water,29.89,4/21/2001,29.89,4/22/2001,Check
2001,April,Utility,Internet,46.17,4/26/2001,46.17,4/28/2001,Bank Draft
2001,April,Utility,Power,101.81,4/17/2001,101.81,4/24/2001,Check
2001,April,Mortgage,House1,1235.14,4/22/2001,1235.14,4/29/2001,Bank Draft
2001,April,Mortgage,House2,1953.26,4/24/2001,1953.26,4/27/2001,Bank Draft
2001,April,Misc,Grocery,54.36,4/10/2001,54.36,4/12/2001,Check
2001,May,CCBill,Amex,1793.21,5/9/2001,,,
2001,May,Utility,Water,20.81,5/29/2001,20.81,5/29/2001,Bank Draft
2001,May,Utility,Internet,44.75,5/20/2001,44.75,5/24/2001,Bank Draft
2001,May,Utility,Power,103.46,5/16/2001,,,
2001,May,Mortgage,House1,1457.08,5/4/2001,1457.08,5/12/2001,Check
2001,May,Mortgage,House2,1079.76,5/7/2001,1079.76,5/13/2001,Check
2001,May,Misc,Grocery,91.05,5/4/2001,91.05,5/9/2001,Check
2001,June,CCBill,Amex,1280.47,6/27/2001,1280.47,6/28/2001,Check
2001,June,Utility,Water,47.71,6/14/2001,47.71,6/20/2001,Bank Draft
2001,June,Utility,Internet,41.91,6/10/2001,,,
2001,June,Utility,Power,91.04,6/28/2001,91.04,6/29/2001,Bank Draft
2001,June,Mortgage,House1,1171.51,6/13/2001,1171.51,6/15/2001,Bank Draft
2001,June,Mortgage,House2,1448.92,6/29/2001,1448.92,6/29/2001,Check
2001,June,Misc,Grocery,88.71,6/24/2001,88.71,6/24/2001,Check
2001,July,CCBill,Amex,964.0,7/5/2001,964.0,7/28/2001,Check
2001,July,Utility,Water,39.19,7/7/2001,39.19,7/24/2001,Bank Draft
2001,July,Utility,Internet,36.27,7/25/2001,,,
2001,July,Utility,Power,74.63,7/11/2001,74.63,7/13/2001,Bank Draft
2001,July,Mortgage,House1,1981.12,7/26/2001,1981.12,7/27/2001,Check
2001,July,Mortgage,House2,1635.22,7/16/2001,1635.22,7/27/2001,Check
2001,July,Misc,Grocery,59.6,7/6/2001,59.6,7/23/2001,Check
2001,August,CCBill,Amex,1059.55,8/22/2001,,,
2001,August,Utility,Water,80.6,8/20/2001,,,
2001,August,Utility,Internet,20.39,8/9/2001,,,
2001,August,Utility,Power,107.45,8/9/2001,,,
2001,August,Mortgage,House1,1258.66,8/2/2001,1258.66,8/10/2001,Check
2001,August,Mortgage,House2,1151.44,8/3/2001,1151.44,8/20/2001,Check
2001,August,Misc,Grocery,66.64,8/23/2001,66.64,8/29/2001,Bank Draft
2001,September,CCBill,Amex,1631.87,9/26/2001,,,
2001,September,Utility,Water,20.68,9/21/2001,20.68,9/25/2001,Bank Draft
2001,September,Utility,Internet,28.84,9/24/2001,,,
2001,September,Utility,Power,88.01,9/8/2001,,,
2001,September,Mortgage,House1,1120.73,9/22/2001,1120.73,9/29/2001,Bank Draft
2001,September,Mortgage,House2,1231.93,9/1/2001,1231.93,9/4/2001,Bank Draft
2001,September,Misc,Grocery,31.61,9/22/2001,31.61,9/25/2001,Check
2001,October,CCBill,Amex,1425.03,10/17/2001,1425.03,10/17/2001,Check
2001,October,Utility,Water,20.77,10/20/2001,20.77,10/22/2001,Bank Draft
2001,October,Utility,Internet,24.18,10/22/2001,24.18,10/25/2001,Bank Draft
2001,October,Utility,Power,83.66,10/28/2001,83.66,10/28/2001,Bank Draft
2001,October,Mortgage,House1,1389.69,10/26/2001,1389.69,10/26/2001,Check
2001,October,Mortgage,House2,1467.6,10/24/2001,1467.6,10/24/2001,Check
2001,October,Misc,Grocery,98.7,10/29/2001,98.7,10/29/2001,Check
2001,November,CCBill,Amex,837.8,11/28/2001,837.8,11/29/2001,Bank Draft
2001,November,Utility,Water,46.85,11/27/2001,46.85,11/28/2001,Check
2001,November,Utility,Internet,33.08,11/17/2001,33.08,11/28/2001,Bank Draft
2001,November,Utility,Power,88.74,11/14/2001,88.74,11/18/2001,Check
2001,November,Mortgage,House1,1135.11,11/27/2001,1135.11,11/27/2001,Check
2001,November,Mortgage,House2,1117.3,11/9/2001,1117.3,11/14/2001,Bank Draft
2001,November,Misc,Grocery,75.69,11/14/2001,75.69,11/17/2001,Bank Draft
2001,December,CCBill,Amex,1464.18,12/8/2001,1464.18,12/27/2001,Check
2001,December,Utility,Water,77.95,12/27/2001,,,
2001,December,Utility,Internet,41.89,12/20/2001,41.89,12/27/2001,Bank Draft
2001,December,Utility,Power,95.57,12/10/2001,95.57,12/29/2001,Check
2001,December,Mortgage,House1,1939.4,12/22/2001,1939.4,12/27/2001,Bank Draft
2001,December,Mortgage,House2,1083.69,12/24/2001,1083.69,12/29/2001,Bank Draft
2001,December,Misc,Grocery,37.23,12/28/2001,37.23,12/28/2001,Check
Year,Month,Expense_Category,Expense_Name,Amount_Due,Due_Date,Amount_Paid,Payment_Date,Payment_Method
2001,January,CCBill,Amex,1679.42,1/23/2001,1679.42,1/25/2001,Bank Draft
