Year,Month,Expense_Category,Expense_Name,Amount_Due,Due_Date,Amount_Paid,Payment_Date,Payment_Method
2003,January,CCBill,Amex,1214.02,1/29/2003,,,
2003,January,Utility,Water,21.79,1/25/2003,21.79,1/27/2003,Bank Draft
2003,January,Utility,Internet,17.78,1/26/2003,17.78,1/28/2003,Bank Draft
2003,January,Utility,Power,91.89,1/1/2003,91.89,1/6/2003,Bank Draft
2003,January,Mortgage,House1,1421.35,1/23/2003,,,
2003,January,Mortgage,House2,1233.96,1/10/2003,1233.96,1/28/2003,Check
2003,January,Misc,Grocery,36.78,1/2/2003,36.78,1/8/2003,Bank Draft
2003,February,CCBill,Amex,1698.57,2/13/2003,,,
2003,February,Utility,Water,81.29,2/27/2003,81.29,2/29/2003,Bank Draft
2003,February,Utility,Internet,13.85,2/2/2003,,,
2003,February,Utility,Power,107.17,2/27/2003,,,
2003,February,Mortgage,House1,1480.84,2/17/2003,1480.84,2/29/2003,Check
2003,February,Mortgage,House2,1932.69,2/17/2003,1932.69,2/21/2003,Check
2003,February,Misc,Grocery,100.84,2/18/2003,100.84,2/24/2003,Bank Draft
2003,March,CCBill,Amex,1490.58,3/6/2003,1490.58,3/8/2003,Bank Draft
2003,March,Utility,Water,81.39,3/27/2003,,,
2003,March,Utility,Internet,26.74,3/14/2003,,,
2003,March,Utility,Power,102.22,3/29/2003,102.22,3/29/2003,Bank Draft
2003,March,Mortgage,House1,1214.8,3/24/2003,,,
2003,March,Mortgage,House2,1201.33,3/18/2003,,,
2003,March,Misc,Grocery,105.92,3/27/2003,105.92,3/29/2003,Bank Draft
2003,April,CCBill,Amex,870.58,4/17/2003,870.58,4/18/2003,Check
2003,April,Utility,Water,46.07,4/23/2003,46.07,4/26/2003,Check
2003,April,Utility,Internet,11.53,4/13/2003,,,
2003,April,Utility,Power,92.88,4/9/2003,92.88,4/24/2003,Check
2003,April,Mortgage,House1,1251.47,4/9/2003,,,
2003,April,Mortgage,House2,1939.78,4/21/2003,1939.78,4/26/2003,Bank Draft
2003,April,Misc,Grocery,80.34,4/12/2003,,,
2003,May,CCBill,Amex,1281.44,5/5/2003,1281.44,5/8/2003,Bank Draft
2003,May,Utility,Water,25.6,5/27/2003,25.6,5/28/2003,Check
2003,May,Utility,Internet,31.63,5/3/2003,31.63,5/4/2003,Check
2003,May,Utility,Power,79.03,5/15/2003,79.03,5/17/2003,Check
2003,May,Mortgage,House1,1970.55,5/23/2003,1970.55,5/28/2003,Check
2003,May,Mortgage,House2,1547.54,5/21/2003,,,
2003,May,Misc,Grocery,79.08,5/17/2003,79.08,5/19/2003,Check
2003,June,CCBill,Amex,1507.87,6/29/2003,1507.87,6/29/2003,Bank Draft
2003,June,Utility,Water,71.18,6/10/2003,71.18,6/25/2003,Check
2003,June,Utility,Internet,35.98,6/9/2003,35.98,6/27/2003,Bank Draft
2003,June,Utility,Power,73.12,6/7/2003,73.12,6/23/2003,Check
2003,June,Mortgage,House1,1097.21,6/12/2003,1097.21,6/25/2003,Check
2003,June,Mortgage,House2,1161.22,6/15/2003,1161.22,6/15/2003,Bank Draft
2003,June,Misc,Grocery,27.3,6/26/2003,27.3,6/27/2003,Check
2003,July,CCBill,Amex,1100.15,7/17/2003,1100.15,7/20/2003,Bank Draft
2003,July,Utility,Water,62.62,7/13/2003,62.62,7/20/2003,Check
2003,July,Utility,Internet,7.01,7/29/2003,7.01,7/29/2003,Check
2003,July,Utility,Power,106.47,7/3/2003,106.47,7/19/2003,Bank Draft
2003,July,Mortgage,House1,1785.48,7/12/2003,1785.48,7/24/2003,Bank Draft
2003,July,Mortgage,House2,1553.66,7/19/2003,1553.66,7/19/2003,Check
2003,July,Misc,Grocery,63.35,7/6/2003,,,
2003,August,CCBill,Amex,1358.44,8/25/2003,1358.44,8/26/2003,Check
2003,August,Utility,Water,38.0,8/25/2003,,,
2003,August,Utility,Internet,23.82,8/28/2003,23.82,8/28/2003,Bank Draft
2003,August,Utility,Power,86.92,8/9/2003,86.92,8/10/2003,Bank Draft
2003,August,Mortgage,House1,1876.41,8/15/2003,1876.41,8/16/2003,Check
2003,August,Mortgage,House2,1699.58,8/11/2003,1699.58,8/17/2003,Check
2003,August,Misc,Grocery,109.21,8/9/2003,109.21,8/18/2003,Bank Draft
2003,September,CCBill,Amex,863.18,9/29/2003,863.18,9/29/2003,Check
2003,September,Utility,Water,32.81,9/28/2003,32.81,9/28/2003,Check
2003,September,Utility,Internet,9.23,9/24/2003,9.23,9/25/2003,Check
2003,September,Utility,Power,81.57,9/27/2003,81.57,9/28/2003,Check
2003,September,Mortgage,House1,1610.32,9/15/2003,,,
2003,September,Mortgage,House2,1226.9,9/14/2003,1226.9,9/28/2003,Check
2003,September,Misc,Grocery,40.55,9/9/2003,40.55,9/29/2003,Bank Draft
2003,October,CCBill,Amex,628.41,10/2/2003,,,
2003,October,Utility,Water,69.36,10/20/2003,69.36,10/20/2003,Bank Draft
2003,October,Utility,Internet,28.73,10/20/2003,28.73,10/23/2003,Bank Draft
2003,October,Utility,Power,82.15,10/7/2003,82.15,10/15/2003,Check
2003,October,Mortgage,House1,1787.41,10/18/2003,1787.41,10/22/2003,Bank Draft
2003,October,Mortgage,House2,1272.5,10/8/2003,,,
2003,October,Misc,Grocery,85.93,10/7/2003,,,
2003,November,CCBill,Amex,1535.7,11/19/2003,1535.7,11/22/2003,Check
2003,November,Utility,Water,32.44,11/2/2003,32.44,11/6/2003,Check
2003,November,Utility,Internet,14.55,11/13/2003,14.55,11/28/2003,Bank Draft
2003,November,Utility,Power,95.43,11/26/2003,95.43,11/29/2003,Bank Draft
2003,November,Mortgage,House1,1462.45,11/27/2003,1462.45,11/27/2003,Bank Draft
