Year,Month,Expense_Category,Expense_Name,Amount_Due,Due_Date,Amount_Paid,Payment_Date,Payment_Method
2017,January,CCBill,Amex,1133.82,1/23/2017,1133.82,1/24/2017,Bank Draft
2017,January,Utility,Water,66.26,1/14/2017,66.26,1/21/2017,Check
2017,January,Utility,Internet,26.0,1/3/2017,26.0,1/5/2017,Bank Draft
2017,January,Utility,Power,108.69,1/27/2017,108.69,1/28/2017,Check
2017,January,Mortgage,House1,1082.6,1/26/2017,1082.6,1/26/2017,Check
2017,January,Mortgage,House2,1774.58,1/26/2017,1774.58,1/26/2017,Bank Draft
2017,January,Misc,Grocery,85.62,1/5/2017,,,
2017,February,CCBill,Amex,1426.42,2/28/2017,1426.42,2/29/2017,Bank Draft
2017,February,Utility,Water,26.61,2/8/2017,26.61,2/8/2017,Bank Draft
2017,February,Utility,Internet,19.96,2/21/2017,19.96,2/21/2017,Check
2017,February,Utility,Power,95.39,2/12/2017,95.39,2/17/2017,Bank Draft
2017,February,Mortgage,House1,1330.92,2/21/2017,1330.92,2/28/2017,Bank Draft
2017,February,Mortgage,House2,1112.24,2/22/2017,1112.24,2/23/2017,Bank Draft
2017,February,Misc,Grocery,65.09,2/3/2017,65.09,2/17/2017,Bank Draft
2017,March,CCBill,Amex,1142.32,3/3/2017,1142.32,3/16/2017,Bank Draft
2017,March,Utility,Water,34.92,3/22/2017,34.92,3/29/2017,Bank Draft
2017,March,Utility,Internet,32.76,3/26/2017,32.76,3/29/2017,Bank Draft
2017,March,Utility,Power,98.41,3/6/2017,98.41,3/26/2017,Bank Draft
2017,March,Mortgage,House1,1719.93,3/9/2017,,,
2017,March,Mortgage,House2,1652.28,3/26/2017,1652.28,3/29/2017,Check
2017,March,Misc,Grocery,58.89,3/21/2017,58.89,3/25/2017,Bank Draft
2017,April,CCBill,Amex,749.18,4/8/2017,,,
2017,April,Utility,Water,72.83,4/4/2017,72.83,4/14/2017,Bank Draft
2017,April,Utility,Internet,47.77,4/27/2017,,,
2017,April,Utility,Power,105.02,4/20/2017,,,
