Year,Month,Expense_Category,Expense_Name,Amount_Due,Due_Date,Amount_Paid,Payment_Date,Payment_Method
2011,January,CCBill,Amex,1059.14,1/11/2011,1059.14,1/22/2011,Check
2011,January,Utility,Water,39.68,1/8/2011,39.68,1/29/2011,Check
2011,January,Utility,Internet,44.24,1/15/2011,44.24,1/22/2011,Check
2011,January,Utility,Power,80.27,1/25/2011,,,
2011,January,Mortgage,House1,1199.24,1/29/2011,1199.24,1/29/2011,Bank Draft
2011,January,Mortgage,House2,1407.48,1/10/2011,,,
2011,January,Misc,Grocery,23.6,1/11/2011,23.6,1/23/2011,Bank Draft
2011,February,CCBill,Amex,1370.37,2/10/2011,1370.37,2/13/2011,Check
2011,February,Utility,Water,42.48,2/19/2011,,,
2011,February,Utility,Internet,41.05,2/25/2011,,,
2011,February,Utility,Power,100.15,2/13/2011,100.15,2/22/2011,Bank Draft
2011,February,Mortgage,House1,1371.96,2/13/2011,1371.96,2/13/2011,Bank Draft
2011,February,Mortgage,House2,1231.21,2/19/2011,1231.21,2/24/2011,Check
2011,February,Misc,Grocery,44.79,2/10/2011,44.79,2/13/2011,Check
2011,March,CCBill,Amex,889.65,3/15/2011,889.65,3/21/2011,Bank Draft
2011,March,Utility,Water,67.01,3/11/2011,67.01,3/22/2011,Bank Draft
2011,March,Utility,Internet,14.28,3/25/2011,,,
2011,March,Utility,Power,108.71,3/7/2011,,,
2011,March,Mortgage,House1,1624.5,3/15/2011,,,
2011,March,Mortgage,House2,1569.8,3/13/2011,,,
2011,March,Misc,Grocery,39.48,3/11/2011,,,
2011,April,CCBill,Amex,827.38,4/28/2011,827.38,4/28/2011,Check
2011,April,Utility,Water,45.28,4/17/2011,,,
2011,April,Utility,Internet,34.81,4/18/2011,,,
2011,April,Utility,Power,74.51,4/26/2011,74.51,4/28/2011,Bank Draft
2011,April,Mortgage,House1,1862.81,4/14/2011,1862.81,4/24/2011,Bank Draft
2011,April,Mortgage,House2,1698.61,4/21/2011,1698.61,4/23/2011,Bank Draft
2011,April,Misc,Grocery,94.1,4/23/2011,94.1,4/27/2011,Check
2011,May,CCBill,Amex,982.44,5/18/2011,982.44,5/26/2011,Check
