Year,Month,Expense_Category,Expense_Name,Amount_Due,Due_Date,Amount_Paid,Payment_Date,Payment_Method
2005,January,CCBill,Amex,1318.47,1/2/2005,1318.47,1/2/2005,Bank Draft
2005,January,Utility,Water,35.92,1/27/2005,35.92,1/29/2005,Bank Draft
2005,January,Utility,Internet,39.04,1/11/2005,39.04,1/24/2005,Bank Draft
2005,January,Utility,Power,104.62,1/4/2005,,,
2005,January,Mortgage,House1,1860.9,1/17/2005,1860.9,1/28/2005,Bank Draft
2005,January,Mortgage,House2,1026.57,1/25/2005,1026.57,1/26/2005,Check
2005,January,Misc,Grocery,85.82,1/8/2005,85.82,1/28/2005,Bank Draft
2005,February,CCBill,Amex,1377.21,2/12/2005,1377.21,2/18/2005,Check
2005,February,Utility,Water,24.84,2/19/2005,,,
2005,February,Utility,Internet,39.96,2/15/2005,,,
2005,February,Utility,Power,85.48,2/28/2005,85.48,2/28/2005,Check
2005,February,Mortgage,House1,1005.83,2/17/2005,1005.83,2/28/2005,Bank Draft
2005,February,Mortgage,House2,1633.93,2/5/2005,1633.93,2/15/2005,Bank Draft
2005,February,Misc,Grocery,46.67,2/8/2005,46.67,2/10/2005,Bank Draft
2005,March,CCBill,Amex,1267.11,3/9/2005,,,
2005,March,Utility,Water,74.59,3/7/2005,74.59,3/14/2005,Check
2005,March,Utility,Internet,23.33,3/2/2005,,,
2005,March,Utility,Power,109.82,3/28/2005,109.82,3/28/2005,Bank Draft
2005,March,Mortgage,House1,1878.32,3/14/2005,1878.32,3/20/2005,Check
2005,March,Mortgage,House2,1219.83,3/9/2005,1219.83,3/20/2005,Bank Draft
2005,March,Misc,Grocery,58.76,3/6/2005,58.76,3/23/2005,Check
2005,April,CCBill,Amex,1008.75,4/1/2005,1008.75,4/22/2005,Bank Draft
2005,April,Utility,Water,33.28,4/21/2005,33.28,4/21/2005,Bank Draft
2005,April,Utility,Internet,36.7,4/15/2005,36.7,4/15/2005,Check
2005,April,Utility,Power,103.16,4/14/2005,103.16,4/24/2005,Check
2005,April,Mortgage,House1,1753.96,4/27/2005,1753.96,4/28/2005,Bank Draft
2005,April,Mortgage,House2,1075.96,4/23/2005,1075.96,4/26/2005,Bank Draft
2005,April,Misc,Grocery,40.63,4/5/2005,40.63,4/19/2005,Check
2005,May,CCBill,Amex,1213.87,5/11/2005,1213.87,5/16/2005,Bank Draft
2005,May,Utility,Water,79.76,5/27/2005,79.76,5/28/2005,Check
2005,May,Utility,Internet,13.98,5/16/2005,13.98,5/20/2005,Bank Draft
2005,May,Utility,Power,81.98,5/12/2005,81.98,5/24/2005,Check
2005,May,Mortgage,House1,1376.11,5/1/2005,1376.11,5/21/2005,Bank Draft
2005,May,Mortgage,House2,1359.02,5/7/2005,1359.02,5/8/2005,Bank Draft
2005,May,Misc,Grocery,22.35,5/23/2005,,,
2005,June,CCBill,Amex,1532.39,6/16/2005,1532.39,6/24/2005,Check
2005,June,Utility,Water,43.98,6/1/2005,,,
2005,June,Utility,Internet,33.93,6/1/2005,33.93,6/12/2005,Bank Draft
2005,June,Utility,Power,96.41,6/15/2005,96.41,6/28/2005,Check
2005,June,Mortgage,House1,1691.22,6/21/2005,1691.22,6/23/2005,Bank Draft
2005,June,Mortgage,House2,1770.7,6/29/2005,,,
2005,June,Misc,Grocery,63.75,6/22/2005,63.75,6/25/2005,Check
