Year,Month,Expense_Category,Expense_Name,Amount_Due,Due_Date,Amount_Paid,Payment_Date,Payment_Method
2019,January,CCBill,Amex,1020.6,1/18/2019,,,
2019,January,Utility,Water,35.23,1/9/2019,35.23,1/9/2019,Check
2019,January,Utility,Internet,38.51,1/2/2019,,,
2019,January,Utility,Power,82.07,1/13/2019,82.07,1/13/2019,Bank Draft
2019,January,Mortgage,House1,1344.6,1/27/2019,,,
2019,January,Mortgage,House2,1595.41,1/24/2019,,,
2019,January,Misc,Grocery,25.92,1/3/2019,25.92,1/5/2019,Check
2019,February,CCBill,Amex,1217.57,2/2/2019,,,
2019,February,Utility,Water,80.19,2/14/2019,80.19,2/18/2019,Check
2019,February,Utility,Internet,6.25,2/7/2019,6.25,2/23/2019,Bank Draft
2019,February,Utility,Power,97.49,2/6/2019,,,
2019,February,Mortgage,House1,1603.25,2/28/2019,1603.25,2/28/2019,Check
2019,February,Mortgage,House2,1997.67,2/3/2019,1997.67,2/20/2019,Bank Draft
2019,February,Misc,Grocery,76.78,2/3/2019,,,
2019,March,CCBill,Amex,1695.6,3/12/2019,,,
2019,March,Utility,Water,43.29,3/25/2019,,,
2019,March,Utility,Internet,29.38,3/12/2019,29.38,3/21/2019,Check
2019,March,Utility,Power,75.22,3/1/2019,75.22,3/17/2019,Bank Draft
2019,March,Mortgage,House1,1338.2,3/27/2019,1338.2,3/28/2019,Check
2019,March,Mortgage,House2,1297.68,3/8/2019,1297.68,3/21/2019,Bank Draft
2019,March,Misc,Grocery,33.88,3/24/2019,33.88,3/24/2019,Check
2019,April,CCBill,Amex,820.27,4/24/2019,820.27,4/26/2019,Bank Draft
2019,April,Utility,Water,38.64,4/6/2019,38.64,4/28/2019,Check
2019,April,Utility,Internet,13.74,4/15/2019,13.74,4/17/2019,Bank Draft
2019,April,Utility,Power,100.28,4/7/2019,,,
2019,April,Mortgage,House1,1645.27,4/28/2019,1645.27,4/28/2019,Bank Draft
2019,April,Mortgage,House2,1788.36,4/16/2019,1788.36,4/29/2019,Check
2019,April,Misc,Grocery,31.31,4/1/2019,31.31,4/11/2019,Check
2019,May,CCBill,Amex,1088.76,5/10/2019,1088.76,5/23/2019,Check
2019,May,Utility,Water,51.82,5/2/2019,51.82,5/18/2019,Bank Draft
2019,May,Utility,Internet,16.9,5/2/2019,,,
2019,May,Utility,Power,82.46,5/14/2019,82.46,5/24/2019,Check
2019,May,Mortgage,House1,1337.46,5/28/2019,1337.46,5/28/2019,Bank Draft
2019,May,Mortgage,House2,1950.74,5/24/2019,1950.74,5/27/2019,Bank Draft
2019,May,Misc,Grocery,87.69,5/1/2019,87.69,5/15/2019,Bank Draft
2019,June,CCBill,Amex,1741.23,6/3/2019,,,
2019,June,Utility,Water,85.04,6/11/2019,85.04,6/17/2019,Bank Draft
2019,June,Utility,Internet,17.13,6/6/2019,17.13,6/6/2019,Bank Draft
2019,June,Utility,Power,92.65,6/3/2019,92.65,6/14/2019,Bank Draft
2019,June,Mortgage,House1,1567.59,6/2/2019,1567.59,6/7/2019,Check
2019,June,Mortgage,House2,1361.82,6/26/2019,,,
2019,June,Misc,Grocery,108.0,6/5/2019,,,
2019,July,CCBill,Amex,1196.07,7/29/2019,1196.07,7/29/2019,Bank Draft
