Year,Month,Expense_Category,Expense_Name,Amount_Due,Due_Date,Amount_Paid,Payment_Date,Payment_Method
2002,January,CCBill,Amex,679.48,1/5/2002,679.48,1/26/2002,Check
2002,January,Utility,Water,85.24,1/15/2002,85.24,1/15/2002,Bank Draft
2002,January,Utility,Internet,42.02,1/28/2002,42.02,1/28/2002,Check
2002,January,Utility,Power,97.76,1/3/2002,97.76,1/11/2002,Check
2002,January,Mortgage,House1,1971.26,1/5/2002,1971.26,1/8/2002,Bank Draft
2002,January,Mortgage,House2,1433.24,1/11/2002,,,
2002,January,Misc,Grocery,94.48,1/11/2002,94.48,1/14/2002,Bank Draft
2002,February,CCBill,Amex,615.75,2/2/2002,615.75,2/16/2002,Bank Draft
2002,February,Utility,Water,88.37,2/13/2002,,,
2002,February,Utility,Internet,24.57,2/27/2002,,,
2002,February,Utility,Power,77.68,2/10/2002,77.68,2/21/2002,Check
2002,February,Mortgage,House1,1483.56,2/7/2002,1483.56,2/10/2002,Bank Draft
2002,February,Mortgage,House2,1385.02,2/28/2002,1385.02,2/29/2002,Check
2002,February,Misc,Grocery,36.37,2/13/2002,,,
2002,March,CCBill,Amex,1639.57,3/4/2002,1639.57,3/10/2002,Bank Draft
2002,March,Utility,Water,48.43,3/6/2002,48.43,3/26/2002,Bank Draft
2002,March,Utility,Internet,29.0,3/5/2002,29.0,3/23/2002,Check
2002,March,Utility,Power,77.34,3/26/2002,77.34,3/26/2002,Bank Draft
2002,March,Mortgage,House1,1705.69,3/7/2002,1705.69,3/16/2002,Bank Draft
2002,March,Mortgage,House2,1551.24,3/3/2002,1551.24,3/19/2002,Bank Draft
2002,March,Misc,Grocery,88.58,3/6/2002,88.58,3/9/2002,Check
2002,April,CCBill,Amex,730.31,4/17/2002,,,
2002,April,Utility,Water,37.68,4/18/2002,37.68,4/18/2002,Check
2002,April,Utility,Internet,16.86,4/4/2002,,,
2002,April,Utility,Power,96.26,4/18/2002,96.26,4/27/2002,Bank Draft
2002,April,Mortgage,House1,1147.42,4/18/2002,1147.42,4/28/2002,Bank Draft
2002,April,Mortgage,House2,1631.77,4/2/2002,1631.77,4/25/2002,Bank Draft
2002,April,Misc,Grocery,106.92,4/18/2002,106.92,4/26/2002,Bank Draft
2002,May,CCBill,Amex,1352.35,5/8/2002,,,
2002,May,Utility,Water,62.21,5/7/2002,62.21,5/27/2002,Check
2002,May,Utility,Internet,31.74,5/7/2002,31.74,5/27/2002,Bank Draft
2002,May,Utility,Power,94.61,5/18/2002,94.61,5/26/2002,Bank Draft
2002,May,Mortgage,House1,1525.99,5/12/2002,1525.99,5/27/2002,Check
2002,May,Mortgage,House2,1416.73,5/20/2002,,,
2002,May,Misc,Grocery,36.65,5/29/2002,36.65,5/29/2002,Bank Draft
2002,June,CCBill,Amex,873.01,6/24/2002,873.01,6/27/2002,Check
2002,June,Utility,Water,58.6,6/17/2002,58.6,6/29/2002,Check
2002,June,Utility,Internet,13.94,6/27/2002,13.94,6/29/2002,Check
2002,June,Utility,Power,98.41,6/4/2002,98.41,6/4/2002,Bank Draft
2002,June,Mortgage,House1,1026.82,6/14/2002,1026.82,6/28/2002,Bank Draft
2002,June,Mortgage,House2,1143.54,6/9/2002,,,
2002,June,Misc,Grocery,76.95,6/2/2002,76.95,6/22/2002,Check
2002,July,CCBill,Amex,1217.42,7/16/2002,1217.42,7/16/2002,Check
2002,July,Utility,Water,71.36,7/13/2002,,,
2002,July,Utility,Internet,19.45,7/2/2002,19.45,7/21/2002,Bank Draft
2002,July,Utility,Power,104.0,7/20/2002,104.0,7/21/2002,Bank Draft
2002,July,Mortgage,House1,1183.83,7/13/2002,1183.83,7/20/2002,Check
