Year,Month,Expense_Category,Expense_Name,Amount_Due,Due_Date,Amount_Paid,Payment_Date,Payment_Method
2010,January,CCBill,Amex,910.45,1/1/2010,,,
2010,January,Utility,Water,48.8,1/10/2010,48.8,1/26/2010,Bank Draft
2010,January,Utility,Internet,41.85,1/13/2010,,,
2010,January,Utility,Power,93.05,1/15/2010,93.05,1/22/2010,Check
2010,January,Mortgage,House1,1531.44,1/10/2010,,,
2010,January,Mortgage,House2,1323.05,1/9/2010,1323.05,1/19/2010,Check
2010,January,Misc,Grocery,75.9,1/8/2010,75.9,1/9/2010,Check
2010,February,CCBill,Amex,1330.51,2/21/2010,,,
2010,February,Utility,Water,89.29,2/2/2010,89.29,2/25/2010,Check
2010,February,Utility,Internet,18.15,2/15/2010,18.15,2/28/2010,Bank Draft
2010,February,Utility,Power,98.22,2/22/2010,98.22,2/26/2010,Bank Draft
2010,February,Mortgage,House1,1361.36,2/25/2010,1361.36,2/26/2010,Bank Draft
2010,February,Mortgage,House2,1848.49,2/21/2010,1848.49,2/27/2010,Check
2010,February,Misc,Grocery,74.74,2/16/2010,74.74,2/20/2010,Bank Draft
2010,March,CCBill,Amex,1558.43,3/25/2010,1558.43,3/28/2010,Check
2010,March,Utility,Water,56.66,3/26/2010,,,
2010,March,Utility,Internet,44.89,3/17/2010,44.89,3/18/2010,Bank Draft
2010,March,Utility,Power,72.77,3/19/2010,72.77,3/26/2010,Bank Draft
2010,March,Mortgage,House1,1574.22,3/27/2010,,,
2010,March,Mortgage,House2,1453.25,3/12/2010,1453.25,3/24/2010,Bank Draft
2010,March,Misc,Grocery,51.12,3/24/2010,51.12,3/29/2010,Check
2010,April,CCBill,Amex,820.56,4/1/2010,820.56,4/25/2010,Check
2010,April,Utility,Water,33.78,4/21/2010,33.78,4/28/2010,Bank Draft
2010,April,Utility,Internet,15.66,4/27/2010,,,
2010,April,Utility,Power,74.71,4/28/2010,74.71,4/29/2010,Check
